timestamp,node,cpu_pct,mem_pct,cpu_cores_used,mem_used,pod_count,pods_default_ns,pods_intelligent_ns,fl_w_cpu,fl_w_mem,fl_w_pods,fl_w_hist,fl_rounds,global_w_cpu,global_w_mem,global_w_pods,global_w_hist,suitability_score,recommendation
2026-05-27 10:12:40,scheduler-demo-worker,5.17,9.41,207m,647Mi,17,5,7,0.25,0.15,0.1,0.4999,73,0.25,0.15,0.1,0.4999,0.8784,GOOD
2026-05-27 10:12:40,scheduler-demo-worker2,4.54,7.45,182m,513Mi,14,5,3,0.25,0.15,0.1,0.4999,74,0.25,0.15,0.1,0.4999,0.8996,BEST
2026-05-27 10:12:40,scheduler-demo-worker3,5.38,9.61,220m,664Mi,16,5,6,0.25,0.15,0.1,0.4999,70,0.25,0.15,0.1,0.4999,0.8831,GOOD
2026-05-27 10:12:40,scheduler-demo-worker4,4.31,7.46,173m,513Mi,15,5,4,0.25,0.15,0.1,0.4999,74,0.25,0.15,0.1,0.4999,0.8946,GOOD
